Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
847	бадью	бадья	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	850	obj	_	@fai1992m-words#@fai1992m#1514.53#1514.826
848	/	/	PUNCT	_	_	847	punct	_	@fai1992m-words#@fai1992m#1514.826#1515.123
849	ребята	ребята	NOUN	_	Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur	850	nsubj	_	@fai1992m-words#@fai1992m#1515.123#1515.419
850	покупали	покупать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	834	ccomp	_	@fai1992m-words#@fai1992m#1515.419#1515.716
851	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	853	nsubj	_	@fai1992m-words#@fai1992m#1515.716#1516.013
852	не	не	PART	_	_	853	advmod	_	@fai1992m-words#@fai1992m#1516.013#1516.309
853	покупал	покупать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	850	conj	_	@fai1992m-words#@fai1992m#1516.309#1516.606
854	ничего	ничто	PRON	_	Case=Gen	853	obl	_	@fai1992m-words#@fai1992m#1516.606#1516.903
855	потом	потом	ADV	_	Degree=Pos	853	advmod	_	@fai1992m-words#@fai1992m#1516.903#1517.199
856	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	853	nsubj	_	@fai1992m-words#@fai1992m#1517.199#1517.496
857	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	853	obj	_	@fai1992m-words#@fai1992m#1517.496#1517.792
858	жарили	жарить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	853	xcomp	_	@fai1992m-words#@fai1992m#1517.792#1518.089
859	в	в	ADP	_	_	861	case	_	@fai1992m-words#@fai1992m#1518.089#1518.386
860	на	на	ADP	_	_	861	case	_	@fai1992m-words#@fai1992m#1518.386#1518.682
861	районе	район	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	858	obl	_	@fai1992m-words#@fai1992m#1518.682#1518.979
862	в	в	ADP	_	_	872	case	_	@fai1992m-words#@fai1992m#1518.979#1519.275
863	какой-то	какой-то	PRON	_	Case=Loc|Gender=Fem|Number=Sing	864	det	_	@fai1992m-words#@fai1992m#1519.275#1519.572
864	хинкальной	хинкальный	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	872	obl	_	@fai1992m-words#@fai1992m#1519.572#1519.869
865	у	у	ADP	_	_	866	case	_	@fai1992m-words#@fai1992m#1519.869#1520.165
866	Михалыча	Михалыча	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	864	nmod	_	@fai1992m-words#@fai1992m#1520.165#1520.462
867	там	там	ADV	_	Degree=Pos	872	advmod	_	@fai1992m-words#@fai1992m#1520.462#1520.759
868	во	в	ADP	_	_	869	case	_	@fai1992m-words#@fai1992m#1521.188#1521.764
869	фритюре	фритюр 	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	872	obl	_	@fai1992m-words#@fai1992m#1521.764#1522.34
870	потом	потом	ADV	_	Degree=Pos	872	advmod	_	@fai1992m-words#@fai1992m#1523.0#1523.276
871	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	872	obj	_	@fai1992m-words#@fai1992m#1523.276#1523.553
872	положили	класть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	858	xcomp	_	@fai1992m-words#@fai1992m#1523.553#1523.829
873	в	в	ADP	_	_	874	case	_	@fai1992m-words#@fai1992m#1523.829#1524.106
874	коробку	коробка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	872	obl	_	@fai1992m-words#@fai1992m#1524.106#1524.382
875	привезли	привезти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	872	conj	_	@fai1992m-words#@fai1992m#1524.382#1524.659
876	еще	еще	ADV	_	Degree=Pos	875	advmod	_	@fai1992m-words#@fai1992m#1524.659#1524.936
877	фотограф	фотограф	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	878	nsubj	_	@fai1992m-words#@fai1992m#1524.936#1525.212
878	привез	привезти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	875	ccomp	_	@fai1992m-words#@fai1992m#1525.212#1525.489
879	эээ	эээ	INTJ	_		878	obl	_	@fai1992m-words#@fai1992m#1525.489#1525.765
880	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	879	parataxis	_	@fai1992m-words#@fai1992m#1525.765#1526.042
881	/	/	PUNCT	_	_	880	punct	_	@fai1992m-words#@fai1992m#1526.042#1526.319
882	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	880	nsubj	_	@fai1992m-words#@fai1992m#1526.319#1526.595
883	тут	тут	ADV	_	Degree=Pos	884	advmod	_	@fai1992m-words#@fai1992m#1526.595#1526.872
884	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	880	obj	_	@fai1992m-words#@fai1992m#1526.872#1527.148
885	/	/	PUNCT	_	_	887	punct	_	@fai1992m-words#@fai1992m#1527.148#1527.425
886	двадцать	двадцать	NUM	_	Case=Nom	887	nummod:gov	_	@fai1992m-words#@fai1992m#1527.425#1527.702
887	пачечек	пачечка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	884	nmod	_	@fai1992m-words#@fai1992m#1527.702#1527.978
888	на	на	ADP	_	_	890	case	_	@fai1992m-words#@fai1992m#1527.978#1528.255
889	всякий	всякий	DET	_	Case=Acc|Gender=Masc|Number=Sing	890	det	_	@fai1992m-words#@fai1992m#1528.255#1528.531
890	случай	случай	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	887	nmod	_	@fai1992m-words#@fai1992m#1528.531#1528.808
891	из	из	ADP	_	_	896	mark	_	@fai1992m-words#@fai1992m#1528.808#1529.085
892	этой	этот	DET	_	Case=Gen|Gender=Fem|Number=Sing	893	det	_	@fai1992m-words#@fai1992m#1529.085#1529.361
893	/	/	PUNCT	_	_	896	punct	_	@fai1992m-words#@fai1992m#1529.361#1529.638
894	из	из	ADP	_	_	895	case	_	@fai1992m-words#@fai1992m#1529.638#1529.914
895	макдачки	макдачка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	896	obl	_	@fai1992m-words#@fai1992m#1529.914#1530.191
896	взял	брать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	890	acl	_	@fai1992m-words#@fai1992m#1530.191#1530.468
897	там	там	ADV	_	Degree=Pos	896	advmod	_	@fai1992m-words#@fai1992m#1530.468#1530.744
898	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	896	nsubj	_	@fai1992m-words#@fai1992m#1530.744#1531.021
899	#смеется#	#смеется#	X	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	896	obl	_	@fai1992m-words#@fai1992m#1531.021#1531.297
900	для	для	ADP	_	_	901	case	_	@fai1992m-words#@fai1992m#1531.297#1531.574
901	цвета	цвет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	899	nmod	_	@fai1992m-words#@fai1992m#1531.574#1531.851
902	засыпем	засыпать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	896	xcomp	_	@fai1992m-words#@fai1992m#1531.851#1532.127
903	/	/	PUNCT	_	_	907	punct	_	@fai1992m-words#@fai1992m#1532.127#1532.404
904	ну	ну	PART	_	_	905	discourse	_	@fai1992m-words#@fai1992m#1532.404#1532.68
905	и	и	CCONJ	_	_	907	cc	_	@fai1992m-words#@fai1992m#1532.68#1532.957
906	все	все	PART	_	_	907	advmod	_	@fai1992m-words#@fai1992m#1532.957#1533.234
907	нет	нет	PART	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	902	conj	_	@fai1992m-words#@fai1992m#1536.222#1536.559
908	/	/	PUNCT	_	_	909	punct	_	@fai1992m-words#@fai1992m#1536.559#1536.897
909	покупали	покупать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	907	nsubj	_	@fai1992m-words#@fai1992m#1536.897#1537.234
910	готовую	готовый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	911	amod	_	@fai1992m-words#@fai1992m#1537.234#1537.572
911	фри	фри	ADJ	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	909	obj	_	@fai1992m-words#@fai1992m#1537.572#1537.91
912	во	в	ADP	_	_	913	case	_	@fai1992m-words#@fai1992m#1537.91#1538.247
913	фритюре	фритюр 	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	909	obl	_	@fai1992m-words#@fai1992m#1538.247#1538.585
914	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	915	obj	_	@fai1992m-words#@fai1992m#1538.585#1538.922
915	жарили	жарить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	909	conj	_	@fai1992m-words#@fai1992m#1538.922#1539.26
916	сразу	сразу	ADV	_	Degree=Pos	915	advmod	_	@fai1992m-words#@fai1992m#1539.26#1539.598
917	конечно	конечно	PART	_	Degree=Pos	923	parataxis	_	@fai1992m-words#@fai1992m#1542.115#1542.818
918	что	что	SCONJ	_	Case=Acc	923	obl	_	@fai1992m-words#@fai1992m#1544.624#1544.846
919	ж	же	PART	_	_	918	advmod	_	@fai1992m-words#@fai1992m#1544.846#1545.068
920	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	923	nsubj	_	@fai1992m-words#@fai1992m#1545.068#1545.291
921	раньше	раньше	ADV	_	Degree=Pos	923	advmod	_	@fai1992m-words#@fai1992m#1545.291#1545.513
922	не	не	PART	_	_	923	advmod	_	@fai1992m-words#@fai1992m#1545.513#1545.735
923	догадался	догадываться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	915	xcomp	_	@fai1992m-words#@fai1992m#1545.735#1545.958
924	да	да	PART	_	_	930	advmod	_	@fai1992m-words#@fai1992m#1558.426#1558.81
925	какая	какой	PRON	_	Case=Nom|Gender=Fem|Number=Sing	930	det	_	@fai1992m-words#@fai1992m#1560.835#1561.046
926	вот	вот	PART	_	_	925	advmod	_	@fai1992m-words#@fai1992m#1561.046#1561.257
927	для	для	ADP	_	_	928	case	_	@fai1992m-words#@fai1992m#1561.257#1561.468
928	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	925	obl	_	@fai1992m-words#@fai1992m#1561.468#1561.68
929	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	930	det	_	@fai1992m-words#@fai1992m#1561.68#1561.891
930	фамилия	фамилия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	923	nsubj	_	@fai1992m-words#@fai1992m#1561.891#1562.102
931	?	?	PUNCT	_	_	923	punct	_	@fai1992m-words#@fai1992m#1562.102#1562.314
932	да	да	PART	_	_	934	advmod	_	@fai1992m-words#@fai1992m#1565.041#1565.462
933	у	у	ADP	_	_	934	case	_	@fai1992m-words#@fai1992m#1566.24#1566.544
934	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	923	obl	_	@fai1992m-words#@fai1992m#1566.544#1566.848
935	с	с	ADP	_	_	936	case	_	@fai1992m-words#@fai1992m#1566.848#1567.153
936	Мордво…	Мордовия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	923	obl	_	@fai1992m-words#@fai1992m#1567.153#1567.457
937	с	с	ADP	_	_	938	case	_	@fai1992m-words#@fai1992m#1567.457#1567.762
938	Мордовией	Мордовия	PROPN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	923	obl	_	@fai1992m-words#@fai1992m#1567.762#1568.066
939	вот	вот	PART	_	_	942	advmod	_	@fai1992m-words#@fai1992m#1568.066#1568.371
940	вообще	вообще	ADV	_	Degree=Pos	942	obl	_	@fai1992m-words#@fai1992m#1568.371#1568.675
941	никаких	никакой	PRON	_	Case=Gen|Number=Plur	942	det	_	@fai1992m-words#@fai1992m#1568.675#1568.98
942	коннектов	коннект	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	923	obl	_	@fai1992m-words#@fai1992m#1568.98#1569.48
943	вообще	вообще	ADV	_	Degree=Pos	946	advmod	_	@fai1992m-words#@fai1992m#1569.48#1569.98
944	Инсар	Инсар	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	949	nsubj	_	@fai1992m-words#@fai1992m#1572.726#1573.059
945	у	у	ADP	_	_	946	case	_	@fai1992m-words#@fai1992m#1573.059#1573.393
946	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	949	obl	_	@fai1992m-words#@fai1992m#1573.393#1573.727
947	значок	значок	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	949	nsubj	_	@fai1992m-words#@fai1992m#1573.727#1574.061
948	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	949	cop	_	@fai1992m-words#@fai1992m#1574.061#1574.395
949	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	942	conj	_	@fai1992m-words#@fai1992m#1574.395#1574.683
950	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	952	nsubj	_	@fai1992m-words#@fai1992m#1574.683#1574.971
951	такой	такой	PRON	_	Case=Nom|Gender=Masc|Number=Sing	950	det	_	@fai1992m-words#@fai1992m#1574.971#1575.259
952	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	949	conj	_	@fai1992m-words#@fai1992m#1575.395#1575.632
953	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	952	nsubj	_	@fai1992m-words#@fai1992m#1575.632#1575.869
954	такой	такой	PRON	_	Case=Nom|Gender=Masc|Number=Sing	953	det	_	@fai1992m-words#@fai1992m#1575.869#1576.107
955	/	/	PUNCT	_	_	958	punct	_	@fai1992m-words#@fai1992m#1576.107#1576.344
956	Инсар	Инсар	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	958	nsubj	_	@fai1992m-words#@fai1992m#1576.344#1576.582
957	по-моему	по-моему	ADV	_	Degree=Pos	958	advmod	_	@fai1992m-words#@fai1992m#1580.24#1580.453
958	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	954	appos	_	@fai1992m-words#@fai1992m#1580.453#1580.667
959	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	961	nsubj	_	@fai1992m-words#@fai1992m#1580.667#1580.881
960	ну	ну	PART	_	_	961	parataxis	_	@fai1992m-words#@fai1992m#1580.881#1581.095
961	короче	короче	INTJ	_		958	conj	_	@fai1992m-words#@fai1992m#1581.095#1581.309
962	да	да	CCONJ	_	_	969	cc	_	@fai1992m-words#@fai1992m#1581.309#1581.523
963	/	/	PUNCT	_	_	969	punct	_	@fai1992m-words#@fai1992m#1581.523#1581.736
964	река	река	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	969	nsubj	_	@fai1992m-words#@fai1992m#1581.736#1581.95
965	и	и	CCONJ	_	_	966	cc	_	@fai1992m-words#@fai1992m#1581.95#1582.164
966	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	964	conj	_	@fai1992m-words#@fai1992m#1582.164#1582.378
967	пусть	пусть	PART	_	_	969	advmod	_	@fai1992m-words#@fai1992m#1582.378#1582.592
968	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	969	cop	_	@fai1992m-words#@fai1992m#1582.592#1582.806
969	ваще	вообще	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	976	conj	_	@fai1992m-words#@fai1992m#1585.769#1586.155
970	татары	татарин	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	969	nmod	_	@fai1992m-words#@fai1992m#1586.155#1586.542
971	никого	никто	PRON	_	Case=Gen	972	nsubj	_	@fai1992m-words#@fai1992m#1586.542#1586.929
972	нет	нет	PART	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	976	advcl	_	@fai1992m-words#@fai1992m#1586.929#1587.316
973	ваще	вообще	ADV	_	Degree=Cmp	972	advmod	_	@fai1992m-words#@fai1992m#1587.905#1588.196
974	/	/	PUNCT	_	_	972	punct	_	@fai1992m-words#@fai1992m#1588.196#1588.487
975	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	976	nsubj	_	@fai1992m-words#@fai1992m#1588.487#1588.779
976	посмотрел	смотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	961	parataxis	_	@fai1992m-words#@fai1992m#1588.779#1589.07
977	портреты	портрет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	976	obj	_	@fai1992m-words#@fai1992m#1589.07#1589.362
978	дедушки	дедушка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	977	nmod	_	@fai1992m-words#@fai1992m#1589.362#1589.653
979	/	/	PUNCT	_	_	980	punct	_	@fai1992m-words#@fai1992m#1589.653#1589.945
980	эээ	эээ	INTJ	_		978	parataxis	_	@fai1992m-words#@fai1992m#1589.945#1590.236
981	/	/	PUNCT	_	_	980	punct	_	@fai1992m-words#@fai1992m#1590.236#1590.528
982	чуть	чуть	ADV	_	Degree=Pos	984	advmod	_	@fai1992m-words#@fai1992m#1590.528#1590.819
983	ли	ли	SCONJ	_	_	982	advmod	_	@fai1992m-words#@fai1992m#1590.819#1591.111
984	не	не	PART	_	_	985	advmod	_	@fai1992m-words#@fai1992m#1591.111#1591.402
985	двоюродного	двоюродный	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	976	obj	_	@fai1992m-words#@fai1992m#1591.402#1591.694
986	/	/	PUNCT	_	_	992	punct	_	@fai1992m-words#@fai1992m#1591.694#1591.985
987	и	и	CCONJ	_	_	992	cc	_	@fai1992m-words#@fai1992m#1591.985#1592.277
988	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	992	nsubj	_	@fai1992m-words#@fai1992m#1592.277#1592.568
989	такой	такой	PRON	_	Case=Nom|Gender=Masc|Number=Sing	988	det	_	@fai1992m-words#@fai1992m#1592.568#1592.86
990	у	у	ADP	_	_	991	case	_	@fai1992m-words#@fai1992m#1592.86#1593.151
991	всех	все	PRON	_	Animacy=Anim|Case=Gen|Number=Plur	992	obl	_	@fai1992m-words#@fai1992m#1593.151#1593.443
992	спрашиваю	спрашивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	976	conj	_	@fai1992m-words#@fai1992m#1593.443#1593.734
993	типа	типа	INTJ	_		992	obl	_	@fai1992m-words#@fai1992m#1593.734#1594.026
994	мам	мама	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Plur	992	iobj	_	@fai1992m-words#@fai1992m#1594.026#1594.317
995	пап	папа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	992	obl	_	@fai1992m-words#@fai1992m#1594.317#1594.609
996	а	а	CCONJ	_	_	997	cc	_	@fai1992m-words#@fai1992m#1594.609#1594.9
997	брови	бровь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	995	nmod	_	@fai1992m-words#@fai1992m#1594.9#1595.192
998	а	а	CCONJ	_	_	999	cc	_	@fai1992m-words#@fai1992m#1595.192#1595.483
999	типа	типа	INTJ	_		997	conj	_	@fai1992m-words#@fai1992m#1595.483#1595.775
1000	откуда	откуда	ADV	_	Degree=Pos	999	advmod	_	@fai1992m-words#@fai1992m#1595.775#1596.066
1001	брови	бровь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	1000	obl	_	@fai1992m-words#@fai1992m#1596.066#1596.358
1002	/	/	PUNCT	_	_	1010	punct	_	@fai1992m-words#@fai1992m#1596.358#1596.649
1003	то	то	PART	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	1010	mark	_	@fai1992m-words#@fai1992m#1596.649#1596.941
1004	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	1003	fixed	_	@fai1992m-words#@fai1992m#1596.941#1597.232
1005	у	у	ADP	_	_	1006	case	_	@fai1992m-words#@fai1992m#1597.232#1597.524
1006	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	1010	obl	_	@fai1992m-words#@fai1992m#1597.524#1597.815
1007	у	у	ADP	_	_	1008	case	_	@fai1992m-words#@fai1992m#1597.815#1598.107
1008	родителей	родитель	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	1010	obl	_	@fai1992m-words#@fai1992m#1598.107#1598.398
1009	не	не	PART	_	_	1010	advmod	_	@fai1992m-words#@fai1992m#1598.398#1598.69
1010	такие	такой	PRON	_	Case=Nom|Number=Plur	1001	det	_	@fai1992m-words#@fai1992m#1598.69#1598.981
1011	брови	бровь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	1018	nsubj	_	@fai1992m-words#@fai1992m#1598.981#1599.273
1012	как	как	SCONJ	_	_	1014	mark	_	@fai1992m-words#@fai1992m#1599.273#1599.564
1013	у	у	ADP	_	_	1014	case	_	@fai1992m-words#@fai1992m#1599.564#1599.856
1014	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	1018	obl	_	@fai1992m-words#@fai1992m#1599.856#1600.147
1015	например	например	ADV	_	Degree=Pos	1016	obl	_	@fai1992m-words#@fai1992m#1600.147#1600.439
1016	#смеется#	#смеется#	X	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	1018	obl	_	@fai1992m-words#@fai1992m#1600.439#1600.73
1017	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	1018	nsubj	_	@fai1992m-words#@fai1992m#1600.73#1601.022
1018	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	1010	acl:relcl	_	@fai1992m-words#@fai1992m#1601.022#1601.313
1019	откуда	откуда	ADV	_	Degree=Pos	1018	advmod	_	@fai1992m-words#@fai1992m#1601.313#1601.605
1020	брови	бровь	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	1018	ccomp	_	@fai1992m-words#@fai1992m#1601.605#1601.896
1021	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	1020	nsubj	_	@fai1992m-words#@fai1992m#1601.896#1602.188
1022	такие	такой	PRON	_	Case=Nom|Number=Plur	1024	det	_	@fai1992m-words#@fai1992m#1602.188#1602.479
1023	вот	вот	PART	_	_	1022	advmod	_	@fai1992m-words#@fai1992m#1602.479#1602.771
1024	поднимись	днимиться	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Mid	1032	xcomp	_	@fai1992m-words#@fai1992m#1602.771#1603.062
1025	там	там	ADV	_	Degree=Pos	1024	advmod	_	@fai1992m-words#@fai1992m#1603.062#1603.354
1026	на	на	ADP	_	_	1028	case	_	@fai1992m-words#@fai1992m#1603.354#1603.645
1027	второй	второй	NUM	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	1028	amod	_	@fai1992m-words#@fai1992m#1603.645#1603.937
1028	этаж	этаж	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	1024	obl	_	@fai1992m-words#@fai1992m#1603.937#1604.228
1029	на	на	ADP	_	_	1030	case	_	@fai1992m-words#@fai1992m#1604.228#1604.52
1030	дачке	дачка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	1024	obl	_	@fai1992m-words#@fai1992m#1604.52#1604.811
1031	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	1032	nsubj	_	@fai1992m-words#@fai1992m#1604.811#1605.103
1032	поднялся	подняться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	1020	conj	_	@fai1992m-words#@fai1992m#1605.103#1605.394
1033	и	и	CCONJ	_	_	1034	advmod	_	@fai1992m-words#@fai1992m#1605.394#1605.686
1034	там	там	ADV	_	Degree=Pos	1032	advmod	_	@fai1992m-words#@fai1992m#1605.686#1605.977
1035	дед	дед	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1032	obl	_	@fai1992m-words#@fai1992m#1605.977#1606.269
1036	Егор	Егор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1035	appos	_	@fai1992m-words#@fai1992m#1606.269#1606.56
1037	вот	вот	PART	_	_	1041	advmod	_	@fai1992m-words#@fai1992m#1606.56#1606.852
1038	с	с	ADP	_	_	1041	case	_	@fai1992m-words#@fai1992m#1606.852#1607.143
1039	такими	такой	PRON	_	Case=Ins|Number=Plur	1041	det	_	@fai1992m-words#@fai1992m#1607.143#1607.435
1040	просто	просто	PART	_	_	1041	advmod	_	@fai1992m-words#@fai1992m#1607.435#1607.726
1041	бля	бля	INTJ	_		1035	nmod	_	@fai1992m-words#@fai1992m#1607.726#1608.018
1042	бровищами	бровищи	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	1041	nmod	_	@fai1992m-words#@fai1992m#1608.018#1608.309
1043	/	/	PUNCT	_	_	1042	punct	_	@fai1992m-words#@fai1992m#1608.309#1608.601
1044	дед	дед	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1047	nsubj	_	@fai1992m-words#@fai1992m#1608.601#1608.892
1045	Егор	Егор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1044	appos	_	@fai1992m-words#@fai1992m#1608.892#1609.184
1046	не	не	PART	_	_	1047	advmod	_	@fai1992m-words#@fai1992m#1610.353#1610.717
1047	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	1057	parataxis	_	@fai1992m-words#@fai1992m#1610.717#1611.082
1048	/	/	PUNCT	_	_	1049	punct	_	@fai1992m-words#@fai1992m#1611.082#1611.447
1049	такой	такой	PRON	_	Case=Nom|Gender=Masc|Number=Sing	1053	det	_	@fai1992m-words#@fai1992m#1611.447#1611.811
1050	вот	вот	PART	_	_	1049	advmod	_	@fai1992m-words#@fai1992m#1611.811#1612.176
1051	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	1053	nsubj	_	@fai1992m-words#@fai1992m#1612.176#1612.541
